,0
profound$modifier$increased$modifier$weakness$problem,1
quadrants$anatomical_structure,2
lower$modifier$extremity$anatomical_structure$ulcer$problem,1
retroperitoneal fibrosis$problem,2
abnormal$modifier$thickened$finding$appendix$anatomical_structure,1
elevated$modifier$lipase$laboratory_data,1
ventricular response$finding,2
tracheal secretions$finding,1
hands$anatomical_structure$puffy$finding,1
maximal rate$body_measurement$157$measurement_value,1
degenerative disc disease$problem$l4-l5$anatomical_structure,1
hydroxyurea$medicine,1
moderate$modifier$diverticular disease$problem$left$modifier$colon$anatomical_structure,1
chronic$modifier$depression$problem,1
small$modifier$polyp$problem$rectosigmoid area$anatomical_structure,1
cecal diverticulitis$problem,1
scar$problem$quite$modifier,1
right$modifier$enlarged cystic$problem$ovary$anatomical_structure,1
mac$procedure,4
cytotec$medicine,1
left$modifier$ankle$anatomical_structure$fracture$problem,1
factor-ix deficiency$problem,1
temp$body_measurement$98.5$measurement_value,1
incomplete$modifier$bronchodilator response$finding,1
right$modifier$lower$modifier$quadrant$anatomical_structure,1
stab wound$problem$head$anatomical_structure,1
h/h$laboratory_data,1
tan-red material$finding,1
general anesthesia$procedure,101
lasix$medicine$started$modifier,1
rectosigmoid area$anatomical_structure$diverticulosis$problem,1
basilar keratinocyte pigmentation$finding,1
active shortness of breath$problem,1
continued$modifier$medication$medicine,1
staples$medical_device,3
glomerulonephritis$problem,1
possible$modifier$sepsis$problem,1
right$modifier$eye$anatomical_structure$floppy iris syndrome$problem,1
axillary$anatomical_structure$lymphadenopathy$problem,1
double phototherapy$procedure,1
trace$modifier$fluid$finding$cul-de-sac$anatomical_structure,1
subdural hematoma$problem,2
developmental delay$problem,1
fascia$anatomical_structure,2
pulse$body_measurement$104$measurement_value,1
right$modifier$neck$anatomical_structure$mass$problem,1
hypercholesterolemia$problem,6
dynamic ileus$problem,1
mucosa$anatomical_structure$bile-stained$finding,1
face$anatomical_structure$pain$problem,1
sclerae$anatomical_structure$anicteric$finding,1
ct scan$procedure$abdomen$anatomical_structure,3
tsh$laboratory_data$normal$modifier,1
positive$modifier$blood cultures$laboratory_data,1
left$modifier$spastic hemiparesis$problem,1
pubic ramus$anatomical_structure$fracture$problem,1
bilateral$modifier$carotid$anatomical_structure$endarterectomy$procedure,1
normal$modifier$intrauterine cavity$anatomical_structure,1
nonsteroidals$medicine,1
pain$problem$left$modifier$knee$anatomical_structure,1
paroxysmal atrial$anatomical_structure$fibrillation$problem,5
current$modifier$medical problems$problem,1
cea$laboratory_data,2
ivc filter$medical_device,2
swan-ganz catheter$medical_device,2
clavicles$anatomical_structure$intact$modifier,1
recent$modifier$depression$problem,1
standard colonoscope$medical_device,1
esophagus$anatomical_structure$direct visualization$procedure,3
inferior$modifier$subconjunctival injection$procedure,1
expectoration$problem,1
heart$anatomical_structure$regular$modifier$s3 gallop$finding,1
chest$anatomical_structure$discomfort$problem,4
lungs$anatomical_structure$diffuse rhonchi$problem,1
slow$modifier$ventricular response$finding,1
cold biopsy forceps$medical_device,1
tonsils$anatomical_structure$enlarged$finding,1
nausea$problem$improved$modifier$persist$modifier,1
viral illness$problem,1
pancreas$anatomical_structure,1
screening colonoscopy$procedure,57
pleurisy$problem,1
tachy-brady syndrome$problem,3
meatus$anatomical_structure,2
sonata$medicine,1
blood clots$problem,1
afrin$medicine,2
nimbex$medicine,1
substernal chest discomfort$problem,1
villi$anatomical_structure$vasculopathy$problem,1
spontaneous$modifier$pneumothorax$problem,1
cpk-mb$laboratory_data,1
lidocaine plain$medicine,3
antrum$anatomical_structure$opacified$problem$lower part$modifier,1
backbiting forceps$medical_device,2
dislocation$problem,1
foley$medical_device,3
tenderness$problem$upper$modifier$abdomen$anatomical_structure,1
rising$modifier$psa$laboratory_data,1
pulse$body_measurement,1
arterial hypertension$problem,2
heart rate$body_measurement$74$measurement_value,1
neck$anatomical_structure$tracheostomy$procedure,1
carcinomatosis meningitis$problem,1
post-traumatic stress disorder$problem,1
infarct$problem$parietooccipital region$anatomical_structure$left side$modifier,1
left$modifier$groin node$anatomical_structure$dissection$procedure,1
remeron$medicine,1
lung$anatomical_structure$biopsy$procedure,1
carina$anatomical_structure$sharp$modifier,1
graft$procedure,1
pleural effusion$problem,3
trace$modifier$regurgitation$problem$mitral valve$anatomical_structure,1
distress$problem,2
ambulate$body_function,3
cad$problem,2
calcification$problem,1
axillary node sampling$procedure,1
esophagus$anatomical_structure$distended$problem,1
debrided$procedure$toenails$anatomical_structure$bilaterally$modifier,1
red cells$anatomical_structure,1
permcath$medical_device$left$modifier,1
fistulization$procedure,1
refractory volume overload$finding,1
cauterized$procedure,1
ecc discohesive endocervical mucosa$anatomical_structure$small$modifier$nucleoli$finding,1
breath sounds$body_function$clear$modifier,1
positive$modifier$perineural invasion$problem,1
heart attack$problem,5
svg$procedure$om$anatomical_structure,1
distal$modifier$rectum$anatomical_structure$cold-snare technique$procedure,1
plavix$medicine,6
decreased$modifier$lisinopril$medicine,1
weight$body_measurement$dropped$modifier,1
pericardial effusions$problem,1
venous thrombosis$problem,2
distal$modifier$sigmoid colon$anatomical_structure,1
incarcerated$modifier$abdominal wall$anatomical_structure$hernia$problem$resolved$modifier,1
migraine headaches$problem,1
renal dysfunction$problem,1
abdomen$anatomical_structure$soft$modifier$nontender$modifier$hepatosplenomegaly$problem,1
proximal$modifier$obstructing stone$problem,1
blood pressure$body_measurement$154/91$measurement_value,1
lactate$laboratory_data,1
duoneb$medicine,2
thighs$anatomical_structure$bilaterally$modifier,1
cardiac arrests$problem,1
ventilated$procedure,1
suspicious$modifier$lesion$problem$left$modifier$temple$anatomical_structure,1
ddd pacing$procedure,2
robotic assisted total laparoscopic hysterectomy$procedure,1
bleeding$problem$sigmoid$modifier$descending$modifier$colon$anatomical_structure,1
left$modifier$subtrochanteric femur fracture$problem,1
provisc$medicine,1
glands$anatomical_structure$pseudostratified nuclei$finding,1
white count$laboratory_data,40
sublingual nitro$medicine,1
spinal stenosis$problem,3
change in the mucosa$finding,6
sterilization$procedure,1
right$modifier$above knee amputation$procedure,1
previous$modifier$coronary stenting$procedure,1
non-st-elevation mi$problem,1
hepatitis c genotype$laboratory_data,1
rectosigmoid$anatomical_structure$unremarkable$modifier,1
lipase$laboratory_data$normal$modifier,1
defibrillated$procedure,1
rectum$anatomical_structure$mild$modifier$erythema$problem,1
adenomatous polyp$problem,1
respirations$body_function$12$measurement_value,2
surgical stabilization$procedure,1
left$modifier$breast$anatomical_structure$ultrasound$procedure,2
cerebrovascular disease$problem,1
magnesium oxide$medicine,2
right$modifier$colon$anatomical_structure,1
abnormal$modifier$ct scan$procedure,2
hysteroscopy$procedure,1
b-type natriuretic peptide$laboratory_data,1
decelerations$finding,1
abdomen$anatomical_structure$soft$modifier$nontender$modifier,5
laceration$problem$arm$anatomical_structure,1
heparin$medicine,14
endometriosis$problem$absent$modifier,1
wounds$problem,1
ventilator$medical_device,14
decompensated$problem$bladder$anatomical_structure,1
shield$medical_device,4
continue$modifier$omeprazole$medicine,1
z-line$anatomical_structure$biopsy$procedure$distal part$modifier,1
catheters$medical_device,1
degenerative changes$problem,3
abnormal$modifier$base line$modifier$ekg$procedure,1
cement spacers$medical_device,1
chronic$modifier$renal$anatomical_structure$failure$problem,2
lens implant$procedure$left$modifier$eye$anatomical_structure,1
pca$procedure,1
right$modifier$ear$anatomical_structure,1
seizure disorder$problem,12
chorionic plate$anatomical_structure$glistening$modifier$blue-gray$modifier,1
legs$anatomical_structure$jerking$problem,1
dilaudid pca$medicine,1
light-headedness$finding,1
lactulose$medicine,2
urinary symptoms$problem,2
pancreatic cancer$problem,1
right$modifier$ulnar nerve$anatomical_structure$entrapment$problem,1
basic metabolic profile$laboratory_data$normal$modifier,1
change in bowel habits$finding,1
continue$modifier$reglan$medicine,1
pain medication$medicine,3
chronic$modifier$cellulitis$problem$lower$modifier$extremities$anatomical_structure,1
ductus arteriosis$anatomical_structure,1
permanent biopsy$procedure,1
asthma$problem$stable$modifier,1
pancoast presentation$problem,1
left$modifier$heart cath$procedure,2
cipro$medicine,5
acute$modifier$psychosis$problem,1
recent$modifier$ear$anatomical_structure$drainage$problem,1
digoxin$medicine,3
cerumen impaction$problem,1
tubal ligation$procedure,4
aortic valve$anatomical_structure,1
stage iia$modifier$left$modifier$breast$anatomical_structure$cancer$problem,1
perfusion$finding,1
rapid strep test$laboratory_data$positive$modifier,1
fall$problem,2
biopsy site$anatomical_structure,1
necrotizing myopathy$problem,1
syncopal episodes$problem,2
cardiac ischemia$problem,1
pneumonia$problem,30
hypopharynx$anatomical_structure,1
ct scans$procedure,1
levaquin$medicine,3
rubella titer$laboratory_data$immune$modifier,1
abdominal cavity$anatomical_structure,1
benign prostatic hypertrophy$problem,37
pulse$body_measurement$75$measurement_value,1
vicryl suture$medical_device,1
pulse$body_measurement$88$measurement_value,1
resuscitated$procedure,1
chest tube placement$procedure,3
jvp$body_measurement$elevated$modifier,1
statins$medicine,3
bilateral$modifier$salpingo-oophorectomy$procedure,3
flexeril$medicine,1
potassium$laboratory_data$up$modifier,1
acute renal failure$problem,13
retroflex view$procedure,1
prolonged pr interval$finding,1
temp$body_measurement$98.4$measurement_value,1
eyes$anatomical_structure$clear$modifier$moist$modifier,1
recent$modifier$right$modifier$lower$modifier$extremity$anatomical_structure$dvt$problem,1
severe$modifier$djd$problem,1
left ventricular hypertrophy$problem,8
large$modifier$right$modifier$pleural effusion$problem,1
diverticulitis$problem,2
rubs$problem,1
chronic$modifier$low$modifier$back$anatomical_structure$pain$problem,1
significant$modifier$diverticulitis$problem,1
atypical angina$problem,1
lymphoproliferative disorder$problem$absent$modifier,2
wrist$anatomical_structure$fracture$problem,1
chest$anatomical_structure$symmetrical$modifier$equally$modifier$expanding$finding,2
profuse$modifier$diarrhea$problem,1
positive$modifier$bowel sounds$body_function,2
uterus$anatomical_structure$small$modifier$slightly$modifier$anteverted$finding,1
lesions$problem$brain$anatomical_structure,1
lateral$modifier$chest$anatomical_structure$x-ray$procedure,1
pulse ox$body_measurement$100$measurement_value,1
left$modifier$nostril$anatomical_structure,1
irregular heartbeats$problem,1
atherosclerotic vascular disease$problem,1
aortic valve disease$problem,1
dorsal pedal pulse$body_measurement$palpable$modifier,1
heart rate$body_measurement$101$measurement_value,1
ancef$medicine,2
granulation tissue$problem$frontal sinus ostia$anatomical_structure,1
lymphocyte$laboratory_data,2
para 1-1-0-1$finding,1
effexor$medicine,1
respiratory$problem,1
chronic renal failure$problem,2
electrolyte imbalance$problem,1
carotid$anatomical_structure$endarterectomy$procedure,1
abdominal pain$problem,250
grade 1$modifier$degenerative spondylolisthesis$problem$l5-s1$anatomical_structure,1
legal blindness$problem,1
progressive$modifier$disease$problem,1
rubs$finding,7
start$modifier$tamoxifen$medicine,1
elevated$modifier$white count$laboratory_data,3
heart rate$body_measurement$83$measurement_value,1
esophageal$problem,1
symbicort$medicine,1
radial pulse$body_function,1
thin$modifier$clear$modifier$cornea$anatomical_structure,1
hypertension$problem$out of control$modifier,1
anemic$problem,1
negative$modifier$dysplasia$problem,1
preserved$modifier$ejection fraction$body_function,1
negative$modifier$large vessel$anatomical_structure$echocardiogram$procedure,1
angioplasty$procedure$diagonal branch$anatomical_structure,1
pulse$body_measurement$177$measurement_value,1
third degree$modifier$heart block$problem,1
folic acid$medicine,2
neurogenic claudication$problem,1
recent$modifier$pneumonia$problem,1
dvt$finding,14
depressed appetite$problem,1
mid$modifier$rca$anatomical_structure,1
gastric body$anatomical_structure$biopsy$procedure,1
emphysema$problem,2
stool occult blood$laboratory_data$negative$modifier,1
emg$procedure,6
gastrostomy tube aspirate$finding,1
